local_file,extracted_name,wikipedia_title,date,original_caption,image_url,file_page,download_status
images/Edgar_A._Poe_-_NARA_-_528345__cropped.jpg,Edgar Allan Poe,Edgar Allan Poe,before 1849,"Edgar Allan Poe, by Mathew Brady",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Edgar_A._Poe_-_NARA_-_528345_%28cropped%29.jpg/800px-Edgar_A._Poe_-_NARA_-_528345_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Edgar_A._Poe_-_NARA_-_528345_(cropped).jpg,ok
images/Edgar_Allan_Poe__circa_1849__restored__squared_off.jpg,Edgar Allan Poe,Edgar Allan Poe,ca. 1849,Edgar Allan Poe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Edgar_Allan_Poe%2C_circa_1849%2C_restored%2C_squared_off.jpg/800px-Edgar_Allan_Poe%2C_circa_1849%2C_restored%2C_squared_off.jpg,"https://commons.wikimedia.org/wiki/File:Edgar_Allan_Poe,_circa_1849,_restored,_squared_off.jpg",ok
images/Wendell_Phillips_by_Brady.jpg,Wendell Phillips,Wendell Phillips,1853-1860,Wendell Phillips by Brady,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Wendell_Phillips_by_Brady.jpg/800px-Wendell_Phillips_by_Brady.jpg,https://commons.wikimedia.org/wiki/File:Wendell_Phillips_by_Brady.jpg,ok
images/Admiral_Farragut2.jpg,David Farragut,David Farragut,1855-1865,Admiral David Farragut,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Admiral_Farragut2.jpg/800px-Admiral_Farragut2.jpg,https://commons.wikimedia.org/wiki/File:Admiral_Farragut2.jpg,ok
images/Photograph_of_Gustave_Dor__by_Nadar__between_1856_and_1858.jpg,Gustave Doré,Gustave Doré,,"Photograph of Gustave Doré by Nadar, between 1856 and 1858",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Photograph_of_Gustave_Dor%C3%A9_by_Nadar%2C_between_1856_and_1858.jpg/800px-Photograph_of_Gustave_Dor%C3%A9_by_Nadar%2C_between_1856_and_1858.jpg,"https://commons.wikimedia.org/wiki/File:Photograph_of_Gustave_Dor%C3%A9_by_Nadar,_between_1856_and_1858.jpg",ok
images/Robert_Howlett__Isambard_Kingdom_Brunel_Standing_Before_cb0100cd.jpg,Isambard Kingdom Brunel,Isambard Kingdom Brunel,1857,"Isambard Kingdom Brunel standing before the launching chains of the SS Great Eastern, by Robert Howlett",https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Robert_Howlett_%28Isambard_Kingdom_Brunel_Standing_Before_the_Launching_Chains_of_the_Great_Eastern%29%2C_The_Metropolitan_Museum_of_Art_-_restoration1.jpg/800px-Robert_Howlett_%28Isambard_Kingdom_Brunel_Standing_Before_the_Launching_Chains_of_the_Great_Eastern%29%2C_The_Metropolitan_Museum_of_Art_-_restoration1.jpg,"https://commons.wikimedia.org/wiki/File:Robert_Howlett_(Isambard_Kingdom_Brunel_Standing_Before_the_Launching_Chains_of_the_Great_Eastern),_The_Metropolitan_Museum_of_Art_-_restoration1.jpg",ok
images/Roger_Fenton_by_the_Photographic_Society_Club__1856.jpg,Roger Fenton,Roger Fenton,,"Roger Fenton by the Photographic Society Club, 1856",https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Roger_Fenton_by_the_Photographic_Society_Club%2C_1856.jpg/800px-Roger_Fenton_by_the_Photographic_Society_Club%2C_1856.jpg,"https://commons.wikimedia.org/wiki/File:Roger_Fenton_by_the_Photographic_Society_Club,_1856.jpg",ok
images/Trapper_Seth_Kinman_seated_in_chair_with_rifle.jpg,Seth Kinman,Seth Kinman,,Trapper Seth Kinman seated in chair with rifle,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Trapper_Seth_Kinman_seated_in_chair_with_rifle.jpg/800px-Trapper_Seth_Kinman_seated_in_chair_with_rifle.jpg,https://commons.wikimedia.org/wiki/File:Trapper_Seth_Kinman_seated_in_chair_with_rifle.jpg,ok
images/Marie_Brose_Tepe_carte_de_visite_LCCN_2021630920.jpg,Marie Brose Tepe,Marie Tepe,,Marie Brose Tepe carte de visite LCCN 2021630920,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Marie_Brose_Tepe_carte_de_visite_LCCN_2021630920.jpg/800px-Marie_Brose_Tepe_carte_de_visite_LCCN_2021630920.jpg,https://commons.wikimedia.org/wiki/File:Marie_Brose_Tepe_carte_de_visite_LCCN_2021630920.jpg,ok
images/Mongkut__first_king_of_Siam_in_state_robes___cropped_an_69e873c9.jpg,Mongkut,Mongkut,,"Mongkut, first king of Siam in state robes – cropped and restored",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Mongkut%2C_first_king_of_Siam_in_state_robes_%E2%80%93_cropped_and_restored.jpg/800px-Mongkut%2C_first_king_of_Siam_in_state_robes_%E2%80%93_cropped_and_restored.jpg,"https://commons.wikimedia.org/wiki/File:Mongkut,_first_king_of_Siam_in_state_robes_%E2%80%93_cropped_and_restored.jpg",ok
images/Self-portrait_of_Nadar.jpg,Nadar,Nadar,,Self-portrait of Nadar,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Self-portrait_of_Nadar.jpg/800px-Self-portrait_of_Nadar.jpg,https://commons.wikimedia.org/wiki/File:Self-portrait_of_Nadar.jpg,ok
images/Captain_John_W._Tarleton_by_John_Jabez_Edwin_Mayall.jpg,John W. Tarleton,John Tarleton (Royal Navy officer),1860,Captain John W. Tarleton by John Jabez Edwin Mayall,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Captain_John_W._Tarleton_by_John_Jabez_Edwin_Mayall.jpg/800px-Captain_John_W._Tarleton_by_John_Jabez_Edwin_Mayall.jpg,https://commons.wikimedia.org/wiki/File:Captain_John_W._Tarleton_by_John_Jabez_Edwin_Mayall.jpg,ok
images/Daniel_Craig_McCallum_by_The_Brady_National_Photographi_c1e82fd2.jpg,Daniel Craig McCallum,Daniel McCallum,1860,Daniel Craig McCallum,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Daniel_Craig_McCallum_by_The_Brady_National_Photographic_Art_Gallery.jpg/800px-Daniel_Craig_McCallum_by_The_Brady_National_Photographic_Art_Gallery.jpg,https://commons.wikimedia.org/wiki/File:Daniel_Craig_McCallum_by_The_Brady_National_Photographic_Art_Gallery.jpg,ok
images/David_Dixon_Porter_-_Mathew_Brady_s_National_Photograph_8b7286c3.jpg,David Dixon Porter,David Dixon Porter,1860 - 1865,David Dixon Porter,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/David_Dixon_Porter_-_Mathew_Brady%27s_National_Photographic_Art_Gallery.jpg/800px-David_Dixon_Porter_-_Mathew_Brady%27s_National_Photographic_Art_Gallery.jpg,https://commons.wikimedia.org/wiki/File:David_Dixon_Porter_-_Mathew_Brady%27s_National_Photographic_Art_Gallery.jpg,ok
images/Jacques_Offenbach_by_Nadar.jpg,Jacques Offenbach,Jacques Offenbach,1860s,Jacques Offenbach by Nadar,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Jacques_Offenbach_by_Nadar.jpg/800px-Jacques_Offenbach_by_Nadar.jpg,https://commons.wikimedia.org/wiki/File:Jacques_Offenbach_by_Nadar.jpg,ok
images/Gen._Pierre_Gustave_Toutant_de_Beauregard__C.S.A_-_NARA_-_528596.jpg,Pierre Gustave Toutant de Beauregard,P. G. T. Beauregard,1860-1865,Gen. Pierre Gustave Toutant de Beauregard,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Gen._Pierre_Gustave_Toutant_de_Beauregard%2C_C.S.A_-_NARA_-_528596.jpg/800px-Gen._Pierre_Gustave_Toutant_de_Beauregard%2C_C.S.A_-_NARA_-_528596.jpg,"https://commons.wikimedia.org/wiki/File:Gen._Pierre_Gustave_Toutant_de_Beauregard,_C.S.A_-_NARA_-_528596.jpg",ok
images/John_Milton_Brannan_by_the_Studio_of_Mathew_Brady_-_NPG_81_M465.jpg,John Milton Brannan,John Milton Brannan,1860-1865,John Milton Brannan by the Studio of Mathew Brady - NPG 81 M465,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/John_Milton_Brannan_by_the_Studio_of_Mathew_Brady_-_NPG_81_M465.jpg/800px-John_Milton_Brannan_by_the_Studio_of_Mathew_Brady_-_NPG_81_M465.jpg,https://commons.wikimedia.org/wiki/File:John_Milton_Brannan_by_the_Studio_of_Mathew_Brady_-_NPG_81_M465.jpg,ok
images/tienne_Carjat__Portrait_of_Charles_Baudelaire__circa_1862.jpg,Étienne Carjat,Étienne Carjat,1862,"Étienne Carjat, Portrait of Charles Baudelaire",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/%C3%89tienne_Carjat%2C_Portrait_of_Charles_Baudelaire%2C_circa_1862.jpg/800px-%C3%89tienne_Carjat%2C_Portrait_of_Charles_Baudelaire%2C_circa_1862.jpg,"https://commons.wikimedia.org/wiki/File:%C3%89tienne_Carjat,_Portrait_of_Charles_Baudelaire,_circa_1862.jpg",ok
images/James_Birdseye_McPherson_c._1862_by_Barr___Young.jpg,James Birdseye McPherson,James B. McPherson,1862,James Birdseye McPherson c. 1862 by Barr & Young,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/James_Birdseye_McPherson_c._1862_by_Barr_%26_Young.jpg/800px-James_Birdseye_McPherson_c._1862_by_Barr_%26_Young.jpg,https://commons.wikimedia.org/wiki/File:James_Birdseye_McPherson_c._1862_by_Barr_%26_Young.jpg,ok
images/Felix_Nadar_in_the_basket_of_a_balloon__self-portrait___d2d56702.jpg,Felix Nadar,Nadar,c. 1863,"Felix Nadar in the basket of a balloon, self-portrait, btv1b532323066",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Felix_Nadar_in_the_basket_of_a_balloon%2C_self-portrait%2C_btv1b532323066.jpg/800px-Felix_Nadar_in_the_basket_of_a_balloon%2C_self-portrait%2C_btv1b532323066.jpg,"https://commons.wikimedia.org/wiki/File:Felix_Nadar_in_the_basket_of_a_balloon,_self-portrait,_btv1b532323066.jpg",ok
images/Berlioz_Petit_BNF_Gallica.png,Hector Berlioz,Hector Berlioz,1863,Hector Berlioz,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Berlioz_Petit_BNF_Gallica.png/800px-Berlioz_Petit_BNF_Gallica.png,https://commons.wikimedia.org/wiki/File:Berlioz_Petit_BNF_Gallica.png,ok
images/Alfred_Waud_by_Timothy_H._O_Sullivan.jpg,Alfred Waud,Alfred Waud,1863,Alfred Waud by Timothy H. O'Sullivan,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Alfred_Waud_by_Timothy_H._O%27Sullivan.jpg/800px-Alfred_Waud_by_Timothy_H._O%27Sullivan.jpg,https://commons.wikimedia.org/wiki/File:Alfred_Waud_by_Timothy_H._O%27Sullivan.jpg,ok
images/Sarah_Bernhardt__par_Nadar__1864.jpg,Sarah Bernhardt,Sarah Bernhardt,1864,"Sarah Bernhardt, par Nadar",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Sarah_Bernhardt%2C_par_Nadar%2C_1864.jpg/800px-Sarah_Bernhardt%2C_par_Nadar%2C_1864.jpg,"https://commons.wikimedia.org/wiki/File:Sarah_Bernhardt,_par_Nadar,_1864.jpg",ok
images/George_Sand_by_Nadar__1864.jpg,George Sand,George Sand,1864,George Sand,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/George_Sand_by_Nadar%2C_1864.jpg/800px-George_Sand_by_Nadar%2C_1864.jpg,"https://commons.wikimedia.org/wiki/File:George_Sand_by_Nadar,_1864.jpg",ok
images/David_Livingstone_by_Thomas_Annan.jpg,David Livingstone,David Livingstone,1864,David Livingstone by Thomas Annan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/David_Livingstone_by_Thomas_Annan.jpg/800px-David_Livingstone_by_Thomas_Annan.jpg,https://commons.wikimedia.org/wiki/File:David_Livingstone_by_Thomas_Annan.jpg,ok
images/Joseph_Bazalgette_by_Lock___Whitfield.jpg,Joseph Bazalgette,Joseph Bazalgette,1864-1877,Joseph Bazalgette by Lock & Whitfield,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Joseph_Bazalgette_by_Lock_%26_Whitfield.jpg/800px-Joseph_Bazalgette_by_Lock_%26_Whitfield.jpg,https://commons.wikimedia.org/wiki/File:Joseph_Bazalgette_by_Lock_%26_Whitfield.jpg,ok
images/George_N._Barnard_by_Mathew_Brady.jpg,George N. Barnard,George N. Barnard,c. 1865,George N. Barnard by Mathew Brady,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/George_N._Barnard_by_Mathew_Brady.jpg/800px-George_N._Barnard_by_Mathew_Brady.jpg,https://commons.wikimedia.org/wiki/File:George_N._Barnard_by_Mathew_Brady.jpg,ok
images/Composer_Rossini_G_1865_by_Carjat_-_Restoration.jpg,Rossini,Gioachino Rossini,1865,Composer Rossini 1865 by Carjat,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Composer_Rossini_G_1865_by_Carjat_-_Restoration.jpg/800px-Composer_Rossini_G_1865_by_Carjat_-_Restoration.jpg,https://commons.wikimedia.org/wiki/File:Composer_Rossini_G_1865_by_Carjat_-_Restoration.jpg,ok
images/William_Tecumseh_Sherman.jpg,William Tecumseh Sherman,William Tecumseh Sherman,1865-1880,William Tecumseh Sherman,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/William_Tecumseh_Sherman.jpg/800px-William_Tecumseh_Sherman.jpg,https://commons.wikimedia.org/wiki/File:William_Tecumseh_Sherman.jpg,ok
images/Julia_Margaret_Cameron_-_John_Herschel__Metropolitan_Mu_d0609905.jpg,John Herschel,John Herschel,1867,"John Herschel by Julia Margaret Cameron (Metropolitan Museum of Art copy, restored) levels",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Julia_Margaret_Cameron_-_John_Herschel_%28Metropolitan_Museum_of_Art_copy%2C_restored%29_levels.jpg/800px-Julia_Margaret_Cameron_-_John_Herschel_%28Metropolitan_Museum_of_Art_copy%2C_restored%29_levels.jpg,"https://commons.wikimedia.org/wiki/File:Julia_Margaret_Cameron_-_John_Herschel_(Metropolitan_Museum_of_Art_copy,_restored)_levels.jpg",ok
images/Gaucho1868b.jpg,Gaucho,Gaucho,1868,Gaucho,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Gaucho1868b.jpg/800px-Gaucho1868b.jpg,https://commons.wikimedia.org/wiki/File:Gaucho1868b.jpg,ok
images/Charles_Darwin_by_Julia_Margaret_Cameron__c._1868.jpg,Charles Darwin,Charles Darwin,1868,"Charles Darwin by Julia Margaret Cameron, c. 1868",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Charles_Darwin_by_Julia_Margaret_Cameron%2C_c._1868.jpg/800px-Charles_Darwin_by_Julia_Margaret_Cameron%2C_c._1868.jpg,"https://commons.wikimedia.org/wiki/File:Charles_Darwin_by_Julia_Margaret_Cameron,_c._1868.jpg",ok
images/Photograph_of_Frederic_Edwin_Church_by_Napoleon_Sarony.jpg,Frederic Edwin Church,Frederic Edwin Church,1868,Photograph of Frederic Edwin Church by Napoleon Sarony,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Photograph_of_Frederic_Edwin_Church_by_Napoleon_Sarony.jpg/800px-Photograph_of_Frederic_Edwin_Church_by_Napoleon_Sarony.jpg,https://commons.wikimedia.org/wiki/File:Photograph_of_Frederic_Edwin_Church_by_Napoleon_Sarony.jpg,ok
images/Louis_D_sir__Blanquart-Evrard_1869_photograph_BNF_Gallica.jpg,Louis Désiré Blanquart-Evrard,Louis Désiré Blanquart-Evrard,1869,Louis Désiré Blanquart-Evrard,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Louis_D%C3%A9sir%C3%A9_Blanquart-Evrard_1869_photograph_BNF_Gallica.jpg/800px-Louis_D%C3%A9sir%C3%A9_Blanquart-Evrard_1869_photograph_BNF_Gallica.jpg,https://commons.wikimedia.org/wiki/File:Louis_D%C3%A9sir%C3%A9_Blanquart-Evrard_1869_photograph_BNF_Gallica.jpg,ok
images/Self-portrait_of_Jeremiah_Gurney.jpg,Jeremiah Gurney,Jeremiah Gurney,c. 1869,Self-portrait of Jeremiah Gurney,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Self-portrait_of_Jeremiah_Gurney.jpg/800px-Self-portrait_of_Jeremiah_Gurney.jpg,https://commons.wikimedia.org/wiki/File:Self-portrait_of_Jeremiah_Gurney.jpg,ok
images/Asher_B._Durand_by_Abraham_Bogardus.jpg,Asher B. Durand,Asher Brown Durand,,Asher B. Durand by Abraham Bogardus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Asher_B._Durand_by_Abraham_Bogardus.jpg/800px-Asher_B._Durand_by_Abraham_Bogardus.jpg,https://commons.wikimedia.org/wiki/File:Asher_B._Durand_by_Abraham_Bogardus.jpg,ok
images/Frederick_George_D_Utassy.jpg,Frederick George D'Utassy,Frederick George D'Utassy,,Frederick George D'Utassy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Frederick_George_D%27Utassy.jpg/800px-Frederick_George_D%27Utassy.jpg,https://commons.wikimedia.org/wiki/File:Frederick_George_D%27Utassy.jpg,ok
images/Giles_Alexander_Smith_by_the_Webster_Brothers.jpg,Giles Alexander Smith,Giles Alexander Smith,,Giles Alexander Smith by the Webster Brothers,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Giles_Alexander_Smith_by_the_Webster_Brothers.jpg/800px-Giles_Alexander_Smith_by_the_Webster_Brothers.jpg,https://commons.wikimedia.org/wiki/File:Giles_Alexander_Smith_by_the_Webster_Brothers.jpg,ok
images/Absalom_Baird__probably_by_the_Webster_Brothers.jpg,Absalom Baird,Absalom Baird,,"Absalom Baird, probably by the Webster Brothers",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Absalom_Baird%2C_probably_by_the_Webster_Brothers.jpg/800px-Absalom_Baird%2C_probably_by_the_Webster_Brothers.jpg,"https://commons.wikimedia.org/wiki/File:Absalom_Baird,_probably_by_the_Webster_Brothers.jpg",ok
images/Jasper_Francis_Cropsey_by_Napoleon_Sarony.jpg,Jasper Francis Cropsey,Jasper Francis Cropsey,1870,Jasper Francis Cropsey by Napoleon Sarony,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Jasper_Francis_Cropsey_by_Napoleon_Sarony.jpg/800px-Jasper_Francis_Cropsey_by_Napoleon_Sarony.jpg,https://commons.wikimedia.org/wiki/File:Jasper_Francis_Cropsey_by_Napoleon_Sarony.jpg,ok
images/Sojourner_Truth__1870__cropped__restored.jpg,Sojourner Truth,Sojourner Truth,1870,"Sojourner Truth, 1870 (cropped, restored)",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Sojourner_Truth%2C_1870_%28cropped%2C_restored%29.jpg/800px-Sojourner_Truth%2C_1870_%28cropped%2C_restored%29.jpg,"https://commons.wikimedia.org/wiki/File:Sojourner_Truth,_1870_(cropped,_restored).jpg",ok
images/Louisa_May_Alcott__c._1870_-_Warren_s_Portraits__Boston.jpg,Louisa May Alcott,Louisa May Alcott,1870,"Louisa May Alcott, c. 1870 - Warren's Portraits, Boston",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Louisa_May_Alcott%2C_c._1870_-_Warren%27s_Portraits%2C_Boston.jpg/800px-Louisa_May_Alcott%2C_c._1870_-_Warren%27s_Portraits%2C_Boston.jpg,"https://commons.wikimedia.org/wiki/File:Louisa_May_Alcott,_c._1870_-_Warren%27s_Portraits,_Boston.jpg",ok
images/Victoria_Claflin_Woodhull_by_Mathew_Brady_-_Oval_Portrait.jpg,Victoria Claflin Woodhull,Victoria Woodhull,c. 1870,Victoria Claflin Woodhull by Mathew Brady - Oval Portrait,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Victoria_Claflin_Woodhull_by_Mathew_Brady_-_Oval_Portrait.jpg/800px-Victoria_Claflin_Woodhull_by_Mathew_Brady_-_Oval_Portrait.jpg,https://commons.wikimedia.org/wiki/File:Victoria_Claflin_Woodhull_by_Mathew_Brady_-_Oval_Portrait.jpg,ok
images/Edmonia_Lewis_by_Henry_Rocher.jpg,Edmonia Lewis,Edmonia Lewis,c. 1870,Edmonia Lewis by Henry Rocher,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Edmonia_Lewis_by_Henry_Rocher.jpg/800px-Edmonia_Lewis_by_Henry_Rocher.jpg,https://commons.wikimedia.org/wiki/File:Edmonia_Lewis_by_Henry_Rocher.jpg,ok
images/douard_Manet__en_buste__de_face_-_Nadar.jpg,Édouard Manet,Édouard Manet,1870,"Édouard Manet, en buste, de face - Nadar",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/%C3%89douard_Manet%2C_en_buste%2C_de_face_-_Nadar.jpg/800px-%C3%89douard_Manet%2C_en_buste%2C_de_face_-_Nadar.jpg,"https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet,_en_buste,_de_face_-_Nadar.jpg",ok
images/President_Rutherford_Hayes_1870_-_1880_Restored.jpg,Rutherford Hayes,Rutherford B. Hayes,1870 - 1880,President Rutherford Hayes,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/President_Rutherford_Hayes_1870_-_1880_Restored.jpg/800px-President_Rutherford_Hayes_1870_-_1880_Restored.jpg,https://commons.wikimedia.org/wiki/File:President_Rutherford_Hayes_1870_-_1880_Restored.jpg,ok
images/Lucretia_Mott__signed_photo__by_F._Gutekunst.jpg,Lucretia Mott,Lucretia Mott,1870 - 1880,"Lucretia Mott, signed photo, by F. Gutekunst",https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Lucretia_Mott%2C_signed_photo%2C_by_F._Gutekunst.jpg/800px-Lucretia_Mott%2C_signed_photo%2C_by_F._Gutekunst.jpg,"https://commons.wikimedia.org/wiki/File:Lucretia_Mott,_signed_photo,_by_F._Gutekunst.jpg",ok
images/Naser_al-Din_Shah_Qajar__close_up__with_slight_smile_by_Nadar.jpg,Naser al-Din Shah Qajar,Naser al-Din Shah Qajar,"1873, 1878 or 1889","Naser al-Din Shah Qajar, close up, with slight smile by Nadar",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Naser_al-Din_Shah_Qajar%2C_close_up%2C_with_slight_smile_by_Nadar.jpg/800px-Naser_al-Din_Shah_Qajar%2C_close_up%2C_with_slight_smile_by_Nadar.jpg,"https://commons.wikimedia.org/wiki/File:Naser_al-Din_Shah_Qajar,_close_up,_with_slight_smile_by_Nadar.jpg",ok
images/Atelier_Nadar_-_Jacques_Isnardon__Vaudeville.jpg,Jacques Isnardon,Jacques Isnardon,between 1875 and 1895,"Jacques Isnardon, Vaudeville",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Atelier_Nadar_-_Jacques_Isnardon%2C_Vaudeville.jpg/800px-Atelier_Nadar_-_Jacques_Isnardon%2C_Vaudeville.jpg,"https://commons.wikimedia.org/wiki/File:Atelier_Nadar_-_Jacques_Isnardon,_Vaudeville.jpg",ok
images/Georges_Ernest_Boulanger_by_Atelier_Nadar.jpg,Georges Ernest Boulanger,Georges Ernest Boulanger,"1875 - 1895, probably after 1880",Georges Ernest Boulanger by Atelier Nadar,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Georges_Ernest_Boulanger_by_Atelier_Nadar.jpg/800px-Georges_Ernest_Boulanger_by_Atelier_Nadar.jpg,https://commons.wikimedia.org/wiki/File:Georges_Ernest_Boulanger_by_Atelier_Nadar.jpg,ok
images/Mar_chal_Canrobert_by_Nadar.jpg,Maréchal Canrobert,François Certain de Canrobert,"1875 - 1895, probably after 1880",Maréchal Canrobert by Nadar,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Mar%C3%A9chal_Canrobert_by_Nadar.jpg/800px-Mar%C3%A9chal_Canrobert_by_Nadar.jpg,https://commons.wikimedia.org/wiki/File:Mar%C3%A9chal_Canrobert_by_Nadar.jpg,ok
